,Credit Amount,gender,Education level,Marital Status,Age,Y,totall bill statement,total amount paid,avg repayment
5137,50000,1,2,1,28,1,197702,13000,0.0
5138,200000,1,3,1,43,0,933724,30858,0.0
5139,140000,2,1,2,27,0,147101,28000,0.0
5140,250000,2,1,2,42,0,56182,50285,-1.0
5141,200000,1,1,1,43,0,687979,224029,-0.0
5142,80000,2,1,2,30,0,284305,14700,0.0
5143,60000,2,3,1,48,0,276243,16781,0.0
5144,360000,2,1,2,29,0,3030,2100,-0.0
5145,50000,1,1,2,23,1,6688,3625,-2.0
5146,240000,2,3,2,36,0,8230,12550,-1.0
5147,330000,2,2,2,30,1,48797,35761,-1.0
5148,50000,2,2,2,25,1,92849,6000,2.0
5149,110000,1,3,2,33,1,14230,1000,0.0
5150,30000,1,3,2,29,1,7035,7035,-1.0
5151,20000,1,2,1,36,1,40247,3300,1.0
5152,20000,1,1,2,43,1,75239,30604,0.0
5153,160000,1,1,2,31,0,648053,48000,0.0
5154,80000,1,2,2,24,0,370966,14145,0.0
5155,180000,2,1,1,47,0,60826,58858,-1.0
5156,80000,1,2,2,27,0,3180,2640,-0.0
5157,150000,1,1,2,30,0,12172,7399,-1.0
5158,130000,1,1,2,29,1,517336,19071,0.0
5159,240000,1,3,2,32,0,40539,36512,-1.0
5160,400000,2,1,2,28,0,78444,25100,-0.0
5161,500000,1,2,2,32,0,34491,66317,-1.0
5162,20000,1,1,2,22,1,107430,7955,0.0
5163,240000,1,1,2,35,0,8665,10143,-1.0
5164,110000,2,2,1,26,1,558473,26800,2.0
5165,80000,2,2,2,26,0,344794,14395,0.0
5166,50000,1,3,1,58,0,23884,22762,-2.0
5167,330000,1,1,1,37,0,8622,177,-1.0
5168,200000,1,3,1,40,0,801542,29768,0.0
5169,230000,2,5,1,32,0,10400,118356,-1.0
5170,140000,2,2,2,26,1,571420,244481,0.0
5171,360000,1,2,1,34,0,-217,0,-2.0
5172,70000,1,3,1,46,1,194142,9083,2.0
5173,360000,2,2,1,40,0,11780,16805,-1.0
5174,260000,2,1,2,27,0,0,0,-2.0
5175,80000,2,3,3,29,0,359398,11050,-0.0
5176,180000,2,2,2,48,0,70338,81232,-1.0
5177,190000,2,1,2,30,0,91436,103989,-1.0
5178,190000,1,1,1,50,1,437807,17000,2.0
5179,260000,1,1,1,39,0,1558260,58110,0.0
5180,200000,1,2,2,27,1,1155728,39754,0.0
5181,340000,2,1,2,47,1,1841514,100663,0.0
5182,200000,2,2,1,47,0,73637,17416,-0.0
5183,150000,2,1,1,36,0,81425,86092,-1.0
5184,100000,1,2,1,40,0,259875,47749,-0.0
5185,100000,2,2,1,45,1,523499,29447,0.0
5186,200000,2,5,2,34,0,32253,20135,-1.0
5187,230000,1,1,2,39,0,98988,4500,-1.0
5188,200000,1,1,1,40,0,34240,67716,-2.0
5189,140000,1,1,2,28,0,690588,26300,2.0
5190,30000,1,2,2,24,0,155177,6852,0.0
5191,100000,2,2,2,30,0,5761,5378,-0.0
5192,50000,1,2,1,41,1,2730,3120,-1.0
5193,330000,2,1,1,41,0,4122,0,-2.0
5194,500000,2,1,1,36,1,1077470,44244,0.0
5195,500000,2,2,2,31,0,92930,48001,-1.0
5196,50000,2,2,2,28,0,278587,12300,0.0
5197,50000,2,1,2,25,0,74498,22436,-0.0
5198,50000,2,2,1,42,0,288317,11787,0.0
5199,20000,1,2,1,51,0,113033,5551,0.0
5200,70000,2,3,2,24,0,294618,7274,1.0
5201,60000,2,1,2,34,1,223610,8741,0.0
5202,230000,1,1,2,36,0,1179698,148120,0.0
5203,60000,1,3,1,58,0,141695,4546,1.0
5204,330000,1,2,1,43,0,152023,119559,-1.0
5205,500000,2,1,1,35,0,30140,33997,-1.0
5206,30000,2,3,1,45,0,10004,10004,-2.0
5207,160000,2,1,1,53,0,337941,15841,0.0
5208,110000,1,2,2,40,0,458997,15614,0.0
5209,50000,2,1,2,35,0,181376,10000,0.0
5210,50000,2,2,1,43,0,2467,2104,-1.0
5211,20000,1,1,2,25,1,0,0,-2.0
5212,50000,1,2,2,23,0,207239,54164,0.0
5213,210000,1,1,2,28,0,8270,8270,-1.0
5214,500000,2,2,1,30,0,16002,18898,-2.0
5215,320000,1,3,1,50,0,135915,8300,1.0
5216,350000,2,1,2,32,0,36808,22478,-0.0
5217,50000,1,3,2,27,0,222480,9703,0.0
5218,50000,2,2,1,34,0,78552,23251,0.0
5219,20000,2,2,1,33,1,113124,6350,0.0
5220,80000,2,2,1,47,1,471163,22000,0.0
5221,170000,1,1,2,35,0,547819,25016,-0.0
5222,50000,2,2,1,24,1,190866,23155,0.0
5223,400000,1,3,2,49,0,59984,31915,-1.0
5224,90000,2,2,2,48,1,395374,38270,1.0
5225,50000,1,2,2,22,0,221534,9719,1.0
5226,60000,2,1,2,24,0,343086,14300,0.0
5227,50000,2,2,2,50,0,20800,0,-1.0
5228,250000,2,1,1,45,0,619852,17274,0.0
5229,320000,2,3,2,53,1,81172,65578,-1.0
5230,260000,2,1,2,27,0,121558,32007,0.0
5231,20000,1,2,2,24,0,112540,5217,0.0
5232,50000,1,1,2,25,0,113265,5788,0.0
5233,50000,1,2,1,35,0,201294,22000,1.0
5234,50000,1,1,2,35,0,223509,11500,1.0
5235,150000,2,1,2,27,0,33740,26430,-1.0
5236,20000,2,2,2,21,1,57833,18788,1.0
5237,190000,2,1,1,39,1,952121,65091,1.0
5238,250000,1,1,1,46,0,21419,15888,-1.0
5239,380000,1,1,1,32,0,237081,49516,0.0
5240,330000,2,2,2,28,0,1540629,56089,0.0
5241,50000,2,2,2,31,0,167411,12996,0.0
5242,140000,2,1,2,31,0,258027,10474,1.0
5243,20000,2,2,2,50,1,34475,4862,2.0
5244,70000,2,1,2,28,0,292637,13008,0.0
5245,160000,2,1,2,31,0,888371,34117,0.0
5246,240000,2,2,1,34,0,6170,0,-2.0
5247,300000,2,1,2,27,0,8201,7052,-2.0
5248,70000,1,2,2,28,0,164996,10700,0.0
5249,30000,2,2,1,28,1,96872,10500,0.0
5250,390000,2,1,2,32,0,153491,12000,0.0
5251,20000,2,2,2,40,0,50316,4244,0.0
5252,330000,2,1,1,44,0,1177082,43619,0.0
5253,420000,2,1,2,29,0,19334,23180,-2.0
5254,200000,1,1,1,63,0,1896,1896,-1.0
5255,70000,1,2,2,29,1,282852,28254,1.0
5256,180000,2,2,1,40,0,22196,1000,-1.0
5257,260000,2,3,3,55,0,1105801,43663,0.0
5258,80000,2,3,2,25,0,11828,11651,-1.0
5259,250000,2,1,2,32,0,1140,1105,-1.0
5260,140000,1,1,2,29,0,714729,23930,0.0
5261,40000,2,2,2,24,1,227480,7412,1.0
5262,50000,2,2,1,36,0,55606,24757,-0.0
5263,210000,2,2,1,37,0,814391,46015,0.0
5264,180000,2,2,1,33,0,162014,37437,-0.0
5265,50000,1,2,2,45,0,198936,10008,0.0
5266,320000,2,2,2,54,0,686253,38500,0.0
5267,230000,1,1,1,41,0,19010,9650,-2.0
5268,160000,2,2,1,40,0,4847,4176,-1.0
5269,110000,1,2,2,25,0,493900,18870,0.0
5270,250000,2,3,1,39,0,135781,17000,0.0
5271,20000,2,5,2,37,0,50888,13060,0.0
5272,170000,2,1,2,28,0,88186,7145,0.0
5273,140000,1,3,1,32,0,618229,28206,0.0
5274,60000,2,2,1,42,1,350985,14737,1.0
5275,20000,1,1,2,24,1,11033,750,-1.0
5276,80000,1,2,1,53,0,315285,11596,0.0
5277,60000,1,3,2,34,0,353959,13522,0.0
5278,210000,2,5,1,35,0,108210,2562,-1.0
5279,320000,1,2,2,27,0,1428292,43806,0.0
5280,50000,2,3,1,55,0,152989,6689,0.0
5281,10000,1,2,3,37,0,26530,7796,-0.0
5282,50000,1,2,2,51,1,204747,6554,0.0
5283,140000,2,2,1,33,0,783583,27815,0.0
5284,50000,2,2,1,38,0,4031,4086,-1.0
5285,80000,1,2,1,36,1,2850,1000,3.0
5286,300000,2,1,1,36,0,1530060,56332,0.0
5287,520000,2,1,2,33,1,1926728,148800,0.0
5288,200000,2,2,3,57,0,504997,27800,0.0
5289,200000,2,2,1,35,0,17315,22473,-1.0
5290,60000,2,2,1,44,0,210651,16534,0.0
5291,180000,2,2,1,42,0,650631,30000,0.0
5292,120000,2,2,2,24,0,194139,15000,0.0
5293,50000,1,2,1,47,0,296021,12220,0.0
5294,20000,1,1,2,33,0,114328,3643,0.0
5295,10000,1,2,2,27,1,63108,5983,0.0
5296,520000,1,1,2,34,0,72394,48100,0.0
5297,500000,2,1,1,33,0,2242215,2314152,-2.0
5298,50000,1,2,2,24,0,145727,5501,0.0
5299,200000,2,2,1,29,0,259609,88335,0.0
5300,360000,2,1,2,36,0,14830,15048,-1.0
5301,400000,2,1,1,48,0,86496,109287,-1.0
5302,90000,1,2,2,30,0,2708,2392,-1.0
5303,90000,2,2,2,29,0,20142,11571,0.0
5304,200000,2,1,2,29,0,356642,56692,0.0
5305,150000,2,1,1,38,1,46180,48859,-1.0
5306,350000,1,2,2,31,0,1774088,59300,0.0
5307,500000,1,2,1,31,0,1645477,62579,0.0
5308,160000,2,2,2,24,0,625772,177537,0.0
5309,80000,1,1,2,35,0,336685,20285,0.0
5310,130000,1,2,2,38,0,133400,0,-1.0
5311,100000,2,3,2,31,0,237286,7908,-0.0
5312,80000,1,2,1,46,0,185723,21071,0.0
5313,50000,2,2,2,24,0,102414,21813,0.0
5314,80000,2,1,1,50,0,0,0,-2.0
5315,200000,1,1,2,27,0,85684,88846,-1.0
5316,330000,2,2,2,28,0,244726,9900,0.0
5317,50000,2,1,2,26,1,83199,10500,1.0
5318,80000,2,2,2,23,1,-1234,0,-2.0
5319,270000,2,2,1,33,0,44232,27949,-1.0
5320,30000,2,3,1,60,0,76546,6600,0.0
5321,500000,1,2,2,30,0,8451,8685,-1.0
5322,60000,2,1,2,26,0,41533,33603,-0.0
5323,20000,2,2,1,34,0,106400,5300,1.0
5324,180000,2,2,2,28,0,0,0,-2.0
5325,30000,2,2,1,38,0,3656,0,-1.0
5326,200000,1,1,1,45,0,5403,4826,-1.0
5327,320000,2,1,2,32,0,25546,24215,-2.0
5328,210000,2,3,1,28,0,243869,12000,0.0
5329,200000,2,1,2,30,0,7611,7824,-1.0
5330,170000,1,2,2,41,0,31241,28738,-2.0
5331,50000,1,3,1,42,0,176279,5883,0.0
5332,20000,2,2,3,52,0,63341,5200,0.0
5333,20000,2,2,1,22,0,118103,6200,0.0
5334,580000,2,1,1,31,0,2947019,116079,0.0
5335,80000,2,3,2,25,0,422057,13910,0.0
5336,50000,2,1,1,38,1,46214,10758,-1.0
5337,30000,1,2,2,31,0,221715,5669,0.0
5338,50000,2,2,1,31,1,163930,8550,0.0
5339,20000,1,3,2,25,1,9900,0,3.0
5340,100000,2,2,1,41,0,448892,20300,0.0
5341,80000,1,3,2,48,0,327823,11523,0.0
5342,40000,2,3,1,48,0,3330,2790,0.0
5343,80000,2,3,1,27,0,367104,10229,1.0
5344,10000,1,3,2,31,0,56801,7254,0.0
5345,200000,2,1,1,41,0,94321,65059,-1.0
5346,50000,2,2,0,28,0,287973,10464,0.0
5347,140000,2,3,2,23,0,442395,16890,0.0
5348,340000,2,1,1,34,0,295011,102149,0.0
5349,220000,1,1,2,28,1,989589,45729,1.0
5350,80000,2,1,2,23,1,377652,9177,1.0
5351,20000,1,3,2,24,1,86096,6165,0.0
5352,500000,1,1,1,36,0,73594,48990,-1.0
5353,100000,2,2,1,48,0,16808,2886,1.0
5354,150000,1,2,1,39,0,8069,8487,-1.0
5355,360000,1,2,2,27,0,1014116,28800,0.0
5356,60000,2,2,1,37,0,345149,14923,0.0
5357,500000,1,1,1,34,0,7472,6198,-1.0
5358,270000,2,1,2,27,0,10585,14800,-1.0
5359,230000,2,2,2,30,0,402169,55576,0.0
5360,160000,2,2,2,33,0,840555,31211,0.0
5361,20000,1,1,2,26,0,98528,6460,0.0
5362,230000,1,2,1,34,0,793440,29025,0.0
5363,50000,2,3,2,23,0,164125,29069,0.0
5364,500000,2,2,1,52,0,47925,41149,-1.0
5365,80000,2,3,2,30,0,459379,18900,1.0
5366,50000,1,3,3,55,1,172663,10506,0.0
5367,20000,1,2,2,29,0,114015,9564,0.0
5368,200000,2,1,1,40,0,48112,60128,-2.0
5369,100000,2,2,1,44,0,251279,10800,0.0
5370,390000,2,2,1,44,0,1074019,42200,0.0
5371,450000,1,2,1,44,0,48546,71603,-1.0
5372,10000,1,3,1,40,1,49225,4104,2.0
5373,270000,1,2,2,29,0,78706,16329,-0.0
5374,190000,1,1,2,33,0,721335,27914,0.0
5375,30000,2,1,2,30,0,197421,10130,0.0
5376,360000,2,1,2,28,0,64572,45712,-2.0
5377,50000,2,2,2,28,0,147701,52802,0.0
5378,240000,2,1,1,41,0,74406,28500,-0.0
5379,150000,1,2,2,26,0,641389,21964,0.0
5380,150000,1,2,2,44,0,144650,6000,-1.0
5381,20000,1,2,2,23,0,110845,7000,0.0
5382,50000,1,1,2,24,1,3784,3610,-1.0
5383,40000,2,2,1,38,0,224094,11500,0.0
5384,20000,1,1,2,25,1,106032,4600,1.0
5385,150000,2,1,2,29,0,0,0,-2.0
5386,50000,2,2,1,48,0,26813,20831,-0.0
5387,50000,2,3,1,44,1,65242,78187,-1.0
5388,50000,1,2,2,23,1,51001,46220,-1.0
5389,50000,1,3,2,24,1,35621,4098,-0.0
5390,200000,2,1,2,35,0,440230,24012,0.0
5391,200000,1,1,2,37,1,997402,37000,2.0
5392,120000,2,3,1,38,0,716799,28810,0.0
5393,90000,1,2,2,28,1,139553,10400,1.0
5394,30000,2,1,2,24,0,11480,9673,-1.0
5395,70000,1,1,2,29,0,36683,25000,-0.0
5396,490000,2,2,1,52,0,37470,35759,-1.0
5397,50000,1,3,1,39,0,11291,23226,-1.0
5398,320000,1,2,1,55,0,839527,29960,0.0
5399,50000,2,1,2,27,1,84473,5265,1.0
5400,140000,2,1,2,25,1,18214,15980,-1.0
5401,500000,2,2,2,49,0,813286,402544,-1.0
5402,500000,1,1,1,58,0,67198,58245,-1.0
5403,50000,1,1,2,34,0,138593,6532,0.0
5404,170000,1,3,1,31,0,563799,136500,0.0
5405,130000,2,3,1,36,1,159247,7488,1.0
5406,150000,2,3,2,27,0,50817,10398,0.0
5407,50000,2,1,2,25,0,255596,14200,0.0
5408,410000,1,1,1,48,0,969133,35911,-0.0
5409,60000,2,5,2,33,0,251640,11700,0.0
5410,150000,1,3,1,45,0,74169,31000,-1.0
5411,260000,2,2,1,43,0,3190,2500,-2.0
5412,230000,1,1,1,40,0,0,0,-2.0
5413,50000,1,2,3,49,0,133385,7150,0.0
5414,230000,2,1,2,23,0,127641,7523,-2.0
5415,280000,2,1,1,44,0,1176717,35170,0.0
5416,500000,1,2,2,67,0,17546,16288,-1.0
5417,30000,1,2,1,38,0,170383,10000,0.0
5418,330000,2,2,1,31,0,1805921,75100,0.0
5419,180000,1,1,1,50,0,970283,35128,0.0
5420,30000,1,2,2,47,1,176857,5950,1.0
5421,200000,1,1,2,36,0,139495,87667,-0.0
5422,80000,2,3,1,41,0,113935,25860,-0.0
5423,80000,1,2,2,25,1,213625,12800,0.0
5424,100000,2,1,2,27,0,14639,14392,-1.0
5425,300000,1,1,1,54,0,0,0,-2.0
5426,240000,2,1,1,58,1,7557,14557,-1.0
5427,50000,2,2,1,49,1,35422,52265,-1.0
5428,50000,2,3,1,50,0,179690,10960,0.0
5429,100000,1,2,1,42,0,107616,5911,1.0
5430,110000,1,3,2,40,0,495066,17345,0.0
5431,180000,2,2,1,40,0,122301,15509,0.0
5432,140000,2,2,2,26,0,595856,28057,0.0
5433,80000,1,2,2,28,0,296562,51300,-0.0
5434,90000,2,1,2,26,0,53021,40224,-1.0
5435,90000,1,3,1,45,1,87963,16451,-0.0
5436,240000,2,2,2,41,0,1122610,42495,0.0
5437,150000,1,1,1,41,0,6631,7231,-1.0
5438,240000,2,1,2,33,0,961249,43000,-0.0
5439,80000,1,3,2,34,0,368590,19100,0.0
5440,110000,2,2,1,42,0,170472,5000,2.0
5441,120000,2,2,2,39,0,147294,8900,0.0
5442,360000,2,2,1,42,0,56984,41597,-2.0
5443,150000,1,4,2,30,0,535386,28962,0.0
5444,80000,1,1,1,53,0,67291,22200,-0.0
5445,140000,1,2,1,47,1,1137511,26293,2.0
5446,50000,1,2,1,40,0,102353,5770,0.0
5447,20000,2,3,1,36,0,74357,3200,0.0
5448,240000,2,1,1,29,0,799394,225573,-0.0
5449,50000,1,1,2,49,0,132966,5275,0.0
5450,380000,1,1,1,57,0,2137297,282954,0.0
5451,30000,1,2,2,49,0,5622,3963,-1.0
5452,50000,2,2,1,31,0,149225,6010,1.0
5453,160000,2,2,1,36,1,16051,14176,-1.0
5454,50000,1,2,3,53,0,213468,37148,-0.0
5455,80000,2,3,2,31,0,235768,14400,1.0
5456,70000,2,2,2,28,1,419696,28200,1.0
5457,200000,1,1,2,29,0,960462,36000,0.0
5458,100000,2,3,1,28,1,399844,5533,2.0
5459,180000,1,2,2,38,1,77031,2300,0.0
5460,360000,1,3,1,53,0,484487,450288,-1.0
5461,230000,1,1,2,39,0,11998,16767,-0.0
5462,190000,2,2,1,48,0,1114407,40691,0.0
5463,260000,1,1,2,32,0,735371,29996,0.0
5464,30000,2,2,2,25,0,38163,5800,0.0
5465,150000,2,3,2,25,0,1483,3483,-1.0
5466,80000,2,2,2,34,0,5000,7400,-1.0
5467,80000,1,2,1,37,1,254500,8048,1.0
5468,180000,2,3,1,43,0,1242,0,-2.0
5469,350000,2,1,2,33,0,-12,940,-2.0
5470,200000,2,3,1,30,0,5330,4210,-0.0
5471,140000,1,2,2,27,0,332990,68000,0.0
5472,20000,1,1,2,25,1,7279,4332,-1.0
5473,20000,2,3,3,55,1,118429,4744,2.0
5474,220000,1,1,2,37,0,238211,40294,0.0
5475,290000,2,1,2,36,1,1015319,31594,2.0
5476,80000,2,3,1,40,0,191411,10541,0.0
5477,16000,2,2,1,48,0,32519,3150,1.0
5478,100000,2,2,1,33,0,516967,16776,0.0
5479,390000,2,2,1,37,0,809778,25258,0.0
5480,550000,2,1,2,35,0,263113,34538,0.0
5481,80000,2,2,2,31,0,404550,15534,0.0
5482,150000,2,2,1,39,0,239374,198555,-0.0
5483,20000,2,2,1,27,0,10226,1786,-1.0
5484,20000,2,2,2,21,0,21685,1685,-1.0
5485,100000,2,3,2,29,0,21524,21259,-2.0
5486,30000,1,3,2,28,1,3650,1150,2.0
5487,80000,2,3,1,47,0,174336,9460,0.0
5488,30000,1,1,2,33,1,159989,6300,2.0
5489,140000,1,3,2,23,0,4453,4603,-1.0
5490,200000,1,2,2,32,0,966962,40800,0.0
5491,290000,1,1,2,41,0,1459616,53896,0.0
5492,50000,1,2,2,23,0,144046,2712,-0.0
5493,260000,2,1,2,28,0,4685,4195,-1.0
5494,60000,1,2,1,24,0,109081,8687,0.0
5495,280000,1,1,1,34,0,1595840,564885,0.0
5496,100000,2,1,2,36,0,41974,5855,1.0
5497,290000,2,3,1,48,0,863532,115866,-1.0
5498,50000,1,3,1,49,0,82703,10500,0.0
5499,150000,1,1,2,66,0,853223,38410,1.0
5500,390000,2,1,1,39,0,552956,161678,-2.0
5501,180000,2,2,1,44,0,1003438,48000,0.0
5502,290000,2,2,1,55,1,4389,5111,-0.0
5503,180000,1,2,2,34,0,130795,9490,0.0
5504,80000,2,1,2,31,0,44120,43127,-0.0
5505,450000,2,1,1,42,0,88401,30264,-1.0
5506,20000,1,2,2,37,0,119863,7400,0.0
5507,80000,1,1,2,25,0,92905,3421,0.0
5508,100000,2,2,2,36,0,556491,25000,0.0
5509,70000,1,3,1,39,0,293259,17362,0.0
5510,330000,1,3,1,49,0,1194146,41136,0.0
5511,200000,1,1,2,30,0,16619,20355,-2.0
5512,30000,1,1,2,36,0,186258,9452,1.0
5513,200000,2,3,1,69,1,10000,0,1.0
5514,80000,2,1,2,27,0,8945,4745,-1.0
5515,340000,2,1,2,40,0,102578,36883,-0.0
5516,20000,2,2,2,56,1,94956,27148,0.0
5517,130000,2,1,2,29,0,538817,25500,0.0
5518,400000,1,1,2,31,0,778778,60416,0.0
5519,200000,2,2,1,29,0,171819,8997,0.0
5520,80000,2,2,1,47,0,9967,2970,-1.0
5521,50000,1,3,1,39,0,124173,5382,0.0
5522,30000,2,1,2,25,0,132343,6874,0.0
5523,70000,2,2,2,22,0,171517,15125,0.0
5524,500000,1,1,2,33,0,96675,98966,-1.0
5525,80000,1,1,2,27,0,17808,11264,-1.0
5526,120000,1,2,1,40,0,323484,25847,0.0
5527,390000,1,1,1,33,0,179027,33883,0.0
5528,30000,1,3,1,52,0,119435,5299,0.0
5529,70000,2,1,2,30,0,199752,70996,0.0
5530,140000,1,3,2,39,0,239123,12059,-0.0
5531,30000,2,2,1,27,0,177332,8671,0.0
5532,190000,2,2,2,25,0,12680,18514,-0.0
5533,270000,1,1,2,33,0,736446,38000,0.0
5534,290000,1,1,2,35,1,563076,14610,-2.0
5535,50000,1,2,2,29,1,4496,2500,-1.0
5536,200000,2,1,1,41,0,174873,25003,0.0
5537,30000,2,2,2,24,0,49736,7100,1.0
5538,150000,1,2,1,29,0,410525,91963,0.0
5539,30000,2,3,2,48,1,4116,1950,-1.0
5540,500000,1,1,1,34,0,242041,237302,-1.0
5541,20000,2,1,2,23,0,107243,6978,0.0
5542,50000,1,3,1,29,0,147913,14698,0.0
5543,280000,1,2,2,30,0,665136,23600,2.0
5544,80000,1,3,2,24,0,2496,3328,-1.0
5545,200000,1,1,2,27,0,13921,7590,-1.0
5546,30000,2,3,1,60,0,139748,4573,0.0
5547,30000,2,2,1,24,0,99809,3683,0.0
5548,380000,2,2,1,35,0,11350,10757,-1.0
5549,260000,2,2,2,26,0,504104,74722,-0.0
5550,50000,1,2,2,22,0,256123,6800,0.0
5551,90000,1,3,1,53,0,383051,15687,0.0
5552,20000,1,2,1,40,0,100030,4820,1.0
5553,10000,1,2,2,27,0,30317,13255,0.0
5554,400000,2,2,1,44,0,5343,5594,-1.0
5555,300000,2,1,2,32,0,12608,10636,-2.0
5556,150000,2,5,1,25,0,36794,37188,-1.0
5557,50000,2,2,2,33,0,242128,8582,0.0
5558,100000,2,2,2,25,1,518996,15427,1.0
5559,150000,2,2,1,38,1,150,960,-2.0
5560,110000,1,2,2,34,0,517666,17621,0.0
5561,100000,2,2,2,28,0,446279,61544,0.0
5562,50000,1,2,1,33,1,95481,21500,0.0
5563,80000,1,1,2,29,0,8370,4532,-1.0
5564,210000,2,1,2,25,0,595383,183563,-0.0
5565,140000,2,3,1,60,1,821933,29670,0.0
5566,240000,2,1,1,43,0,12082,3220,-1.0
5567,110000,2,2,2,36,0,237048,30468,0.0
5568,100000,2,3,2,48,0,5878,3456,-2.0
5569,50000,1,2,1,24,0,113492,7700,0.0
5570,90000,2,2,1,35,0,416522,15037,0.0
5571,150000,1,1,2,33,0,126678,10500,-0.0
5572,100000,2,2,1,30,1,187417,7800,2.0
5573,140000,2,2,1,62,0,851679,30800,0.0
5574,230000,2,1,2,33,0,833097,31000,0.0
5575,20000,2,2,2,25,1,134811,5950,0.0
5576,230000,2,3,2,38,0,446371,148691,0.0
5577,150000,1,2,2,26,1,3627,0,-2.0
5578,20000,1,2,2,24,0,64413,19105,0.0
5579,120000,2,3,1,35,0,172544,9000,0.0
5580,30000,2,3,1,58,1,160755,6637,2.0
5581,220000,1,1,1,42,0,327601,9985,0.0
5582,250000,1,1,1,41,0,68550,59461,-1.0
5583,80000,1,2,1,34,0,27460,5000,-1.0
5584,60000,1,1,2,22,0,265723,8909,0.0
5585,130000,2,2,1,37,0,11004,12477,-1.0
5586,400000,1,3,1,43,0,446754,40359,-0.0
5587,150000,2,2,2,28,0,654636,26898,0.0
5588,230000,2,3,1,58,1,3890,3890,-2.0
5589,70000,2,3,2,24,0,243043,37445,0.0
5590,50000,2,2,1,39,0,165044,5051,0.0
5591,90000,2,1,1,38,0,5899,7651,-1.0
5592,30000,2,3,2,49,0,173384,7583,0.0
5593,30000,1,2,1,49,0,166403,7300,2.0
5594,250000,2,1,2,26,0,1957,712,-2.0
5595,30000,2,2,2,23,0,962,964,-1.0
5596,150000,2,2,1,27,0,929,0,-2.0
5597,400000,2,1,2,48,0,168705,120000,-1.0
5598,30000,2,2,1,52,1,104109,39242,-0.0
5599,270000,2,1,2,50,0,9113,6540,-1.0
5600,360000,1,3,1,37,0,1163,860,-2.0
5601,80000,2,2,1,23,1,500616,18404,0.0
5602,70000,2,2,2,33,0,100161,7100,0.0
5603,50000,2,1,2,29,0,123605,18000,0.0
5604,220000,2,2,2,38,0,901706,45000,0.0
5605,70000,1,2,2,29,1,364615,17750,0.0
5606,340000,2,1,1,39,0,1557551,59971,0.0
5607,20000,2,3,1,43,0,1950,2340,-1.0
5608,300000,2,2,2,32,0,628671,27500,0.0
5609,180000,2,1,2,29,0,432,432,-2.0
5610,60000,1,2,2,33,0,16439,30000,-1.0
5611,160000,2,2,2,27,1,967632,37100,2.0
5612,50000,1,2,2,37,0,248531,7136,0.0
5613,100000,2,1,1,38,0,6811,5142,-1.0
5614,60000,2,3,1,48,0,9148,9092,-2.0
5615,30000,1,2,2,23,0,175015,9714,0.0
5616,500000,2,2,2,33,0,265620,199309,-1.0
5617,20000,2,2,1,35,0,131337,6615,0.0
5618,50000,2,2,2,23,0,47498,12866,-1.0
5619,180000,2,2,1,35,0,918044,35967,0.0
5620,90000,2,2,2,23,0,94033,10000,0.0
5621,150000,2,2,1,33,0,244570,10568,0.0
5622,30000,1,2,1,44,0,116650,4676,-0.0
5623,130000,1,3,2,45,0,29876,4692,-0.0
5624,80000,2,3,1,39,0,0,0,-2.0
5625,210000,2,2,1,33,0,902230,38311,0.0
5626,530000,2,1,2,39,0,2256670,79912,0.0
5627,360000,1,2,1,51,1,13159,626,1.0
5628,140000,2,2,2,36,0,616147,47992,0.0
5629,20000,2,2,1,24,0,108049,5237,0.0
5630,200000,2,1,1,40,0,1896,1896,-1.0
5631,40000,2,2,2,25,1,237057,9767,0.0
5632,200000,1,3,2,27,0,222191,21216,0.0
5633,90000,1,5,2,34,0,596246,44780,0.0
5634,410000,1,2,1,45,0,1687152,67524,0.0
5635,170000,2,3,2,42,0,516096,52000,0.0
5636,230000,2,1,1,37,0,484329,27000,0.0
5637,210000,2,2,2,42,0,7143,5023,-1.0
5638,200000,1,2,2,29,0,192700,74317,0.0
5639,50000,2,1,2,25,0,268282,13601,0.0
5640,130000,1,2,2,42,0,520187,20096,0.0
5641,210000,1,2,2,34,0,142729,58138,-0.0
5642,130000,2,2,2,42,0,271578,8962,0.0
5643,80000,2,2,2,41,0,413886,14000,2.0
5644,360000,2,2,1,49,0,15000,780,-2.0
5645,500000,1,1,1,42,0,655419,293275,0.0
5646,60000,2,2,1,53,1,2490,2490,-1.0
5647,160000,2,2,2,26,0,18487,3153,-0.0
5648,50000,2,2,2,22,1,169984,6378,0.0
5649,50000,1,3,1,33,0,112349,7242,0.0
5650,360000,1,1,2,36,0,801277,70997,-0.0
5651,30000,2,2,2,38,0,917,739,0.0
5652,20000,2,2,2,27,0,10512,4444,0.0
5653,360000,2,1,1,32,1,105647,11588,-0.0
5654,50000,2,1,2,28,0,34645,9500,0.0
5655,460000,2,1,1,43,0,81264,119109,-2.0
5656,20000,1,2,2,24,0,118591,5515,1.0
5657,330000,1,2,1,39,0,523253,153171,-0.0
5658,200000,2,3,1,29,0,36363,36363,-1.0
5659,50000,2,2,1,38,1,239665,3920,1.0
5660,50000,2,2,1,24,0,22861,14803,0.0
5661,50000,1,2,2,24,0,2140,9000,-1.0
5662,270000,2,2,1,42,0,45557,52564,-0.0
5663,200000,2,2,1,33,0,42887,21891,-1.0
5664,300000,2,2,2,28,0,651911,91717,0.0
